timestamp,controller_type,evtt,evsf,queue_length,gwsr,cvdi,reward
2475.0,dqn,0.0,0,8.42,1.0000,155.8700,-2773.4957
2476.0,dqn,0.0,0,8.42,1.0000,156.7400,-2775.1269
2477.0,dqn,0.0,0,8.42,1.0000,157.6450,-2776.7582
2478.0,dqn,0.0,0,8.42,1.0000,158.5500,-2778.3894
2479.0,dqn,0.0,0,8.42,1.0000,159.4550,-2780.0207
2480.0,dqn,0.0,0,8.42,1.0000,160.3600,-2781.6519
2481.0,dqn,0.0,0,8.33,1.0000,159.7600,-2783.2769
2482.0,dqn,0.0,0,8.25,1.0000,158.9950,-2784.8957
2483.0,dqn,0.0,0,8.25,1.0000,158.2200,-2786.5144
2484.0,dqn,0.0,0,8.25,1.0000,159.0200,-2788.1332
2485.0,dqn,0.0,0,8.42,1.0000,159.9000,-2789.7644
2486.0,dqn,0.0,0,8.25,1.0000,160.7850,-2791.3832
2487.0,dqn,0.0,0,8.25,1.0000,161.5800,-2793.0019
2488.0,dqn,0.0,0,8.25,1.0000,162.4700,-2794.6207
2489.0,dqn,0.0,0,8.25,1.0000,163.3600,-2796.2394
2490.0,dqn,0.0,0,8.25,1.0000,164.2500,-2797.8582
2491.0,dqn,0.0,0,8.25,1.0000,165.1400,-2799.4769
2492.0,dqn,0.0,0,8.25,1.0000,166.0300,-2801.0957
2493.0,dqn,0.0,0,8.42,1.0000,166.9250,-2802.7269
2494.0,dqn,0.0,0,8.42,1.0000,167.8250,-2804.3582
2495.0,dqn,0.0,0,8.42,1.0000,168.7300,-2805.9894
2496.0,dqn,0.0,0,8.42,1.0000,169.6400,-2807.6207
2497.0,dqn,0.0,0,8.75,1.0000,170.5550,-2809.2769
2498.0,dqn,0.0,0,8.58,1.0000,171.3350,-2810.9207
2499.0,dqn,0.0,0,8.58,1.0000,172.2550,-2812.5644
2500.0,dqn,0.0,0,8.58,1.0000,173.1500,-2814.2082
2501.0,dqn,0.0,0,8.58,1.0000,174.0650,-2815.8519
2502.0,dqn,0.0,0,8.58,1.0000,174.9800,-2817.4957
2503.0,dqn,0.0,0,8.58,1.0000,175.8950,-2819.1394
2504.0,dqn,0.0,0,8.58,1.0000,176.8100,-2820.7832
2505.0,dqn,0.0,0,8.67,1.0000,177.7300,-2822.4332
2506.0,dqn,0.0,0,8.67,1.0000,178.6550,-2824.0832
2507.0,dqn,0.0,0,8.67,1.0000,179.5850,-2825.7332
2508.0,dqn,0.0,0,8.67,1.0000,180.5150,-2827.3832
2509.0,dqn,0.0,0,8.83,1.0000,181.4450,-2829.0457
2510.0,dqn,0.0,0,8.67,1.0000,182.3750,-2830.6957
2511.0,dqn,0.0,0,8.67,1.0000,182.3900,-2832.3457
2512.0,dqn,0.0,0,8.67,1.0000,183.3150,-2833.9957
2513.0,dqn,0.0,0,8.67,1.0000,184.2400,-2835.6457
2514.0,dqn,0.0,0,8.67,1.0000,185.1650,-2837.2957
2515.0,dqn,0.0,0,8.67,1.0000,186.0900,-2838.9457
2516.0,dqn,0.0,0,8.67,1.0000,187.0150,-2840.5957
2517.0,dqn,0.0,0,8.67,1.0000,187.9400,-2842.2457
2518.0,dqn,0.0,0,8.50,1.0000,188.7350,-2843.8832
2519.0,dqn,0.0,0,8.50,1.0000,189.5250,-2845.5207
2520.0,dqn,0.0,0,8.50,1.0000,190.3100,-2847.1582
2521.0,dqn,0.0,0,8.42,1.0000,189.6700,-2848.7894
2522.0,dqn,0.0,0,8.50,1.0000,189.5100,-2850.4269
2523.0,dqn,0.0,0,8.50,1.0000,188.8600,-2852.0644
2524.0,dqn,0.0,0,8.50,1.0000,189.7550,-2853.7019
2525.0,dqn,0.0,0,8.50,1.0000,190.6500,-2855.3394
2526.0,dqn,0.0,0,8.50,1.0000,191.5450,-2856.9769
2527.0,dqn,0.0,0,8.50,1.0000,192.4400,-2858.6144
2528.0,dqn,0.0,0,8.33,1.0000,191.8300,-2860.2394
2529.0,dqn,0.0,0,8.33,1.0000,189.7150,-2861.8644
2530.0,dqn,0.0,0,8.17,1.0000,186.0950,-2863.4769
2531.0,dqn,0.0,0,8.00,1.0000,182.8700,-2865.0769
2532.0,dqn,0.0,0,8.17,1.0000,181.1400,-2866.6894
2533.0,dqn,0.0,0,8.50,1.0000,179.4400,-2868.3269
2534.0,dqn,0.0,0,8.17,1.0000,175.8400,-2869.9394
2535.0,dqn,0.0,0,7.83,1.0000,169.9050,-2871.5269
2536.0,dqn,0.0,0,7.83,1.0000,163.9200,-2873.1144
2537.0,dqn,0.0,0,7.67,1.0000,159.4300,-2874.6894
2538.0,dqn,0.0,0,7.67,1.0000,155.7700,-2876.2644
2539.0,dqn,0.0,0,7.58,1.0000,150.6000,-2877.8332
2540.0,dqn,0.0,0,7.25,1.0000,142.4500,-2879.3769
2541.0,dqn,0.0,0,7.00,1.0000,130.0250,-2880.9019
2542.0,dqn,0.0,0,6.42,1.0000,116.1550,-2882.3832
2543.0,dqn,0.0,0,6.17,1.0000,107.5800,-2883.8457
2544.0,dqn,0.0,0,5.83,1.0000,98.9550,-2885.2371
2545.0,dqn,0.0,0,6.08,1.0000,93.1700,-2886.5931
2546.0,dqn,0.0,0,6.08,1.0000,88.8500,-2887.9156
2547.0,dqn,0.0,0,6.25,1.0000,85.1800,-2889.2103
2548.0,dqn,0.0,0,6.33,1.0000,80.3600,-2890.4345
2549.0,dqn,0.0,0,6.08,1.0000,74.6650,-2891.5784
2550.0,dqn,0.0,0,6.17,1.0000,68.8950,-2892.6949
2551.0,dqn,0.0,0,6.25,1.0000,65.3200,-2893.8073
2552.0,dqn,0.0,0,6.50,1.0000,63.5100,-2894.9349
2553.0,dqn,0.0,0,6.83,1.0000,63.3350,-2896.0949
2554.0,dqn,0.0,0,6.83,1.0000,63.7150,-2897.2621
2555.0,dqn,0.0,0,7.08,1.0000,64.4450,-2898.4558
2556.0,dqn,0.0,0,7.25,1.0000,65.1900,-2899.6697
2557.0,dqn,0.0,0,7.58,1.0000,65.9550,-2900.9059
2558.0,dqn,0.0,0,7.67,1.0000,66.6050,-2902.1565
2559.0,dqn,0.0,0,7.83,1.0000,67.3300,-2903.4281
2560.0,dqn,0.0,0,8.00,1.0000,68.1600,-2904.7208
2561.0,dqn,0.0,0,8.00,1.0000,69.0050,-2906.0220
2562.0,dqn,0.0,0,8.17,1.0000,69.8600,-2907.3445
2563.0,dqn,0.0,0,8.00,1.0000,70.5450,-2908.6578
2564.0,dqn,0.0,0,8.00,1.0000,71.2300,-2909.9797
2565.0,dqn,0.0,0,8.08,1.0000,71.9150,-2911.3165
2566.0,dqn,0.0,0,8.00,1.0000,72.6400,-2912.6634
2567.0,dqn,0.0,0,8.00,1.0000,73.4900,-2914.0189
2568.0,dqn,0.0,0,8.00,1.0000,74.2200,-2915.3832
2569.0,dqn,0.0,0,8.17,1.0000,74.9450,-2916.7567
2570.0,dqn,0.0,0,8.00,1.0000,75.8000,-2918.1262
2571.0,dqn,0.0,0,8.00,1.0000,76.6550,-2919.5043
2572.0,dqn,0.0,0,8.00,1.0000,77.5100,-2920.8910
2573.0,dqn,0.0,0,8.00,1.0000,78.3650,-2922.2863
2574.0,dqn,0.0,0,8.00,1.0000,79.2200,-2923.6902
2575.0,dqn,0.0,0,8.00,1.0000,80.0750,-2925.1027
2576.0,dqn,0.0,0,8.00,1.0000,80.9300,-2926.5238
2577.0,dqn,0.0,0,8.00,1.0000,81.7850,-2927.9535
2578.0,dqn,0.0,0,8.17,1.0000,82.6450,-2929.4045
2579.0,dqn,0.0,0,8.17,1.0000,83.5100,-2930.8642
2580.0,dqn,0.0,0,8.33,1.0000,84.3850,-2932.3452
2581.0,dqn,0.0,0,8.42,1.0000,85.2650,-2933.8282
2582.0,dqn,0.0,0,8.33,1.0000,86.1500,-2935.3136
2583.0,dqn,0.0,0,8.33,1.0000,85.7600,-2936.8079
2584.0,dqn,0.0,0,8.33,1.0000,86.6400,-2938.3109
2585.0,dqn,0.0,0,8.33,1.0000,87.5200,-2939.8226
2586.0,dqn,0.0,0,8.33,1.0000,88.4000,-2941.3432
2587.0,dqn,0.0,0,8.00,1.0000,90.3400,-2942.8543
2588.0,dqn,0.0,0,8.00,1.0000,90.9800,-2944.3740
2589.0,dqn,0.0,0,8.00,1.0000,91.6100,-2945.9022
2590.0,dqn,0.0,0,8.00,1.0000,92.4650,-2947.4391
2591.0,dqn,0.0,0,8.00,1.0000,93.3200,-2948.9846
2592.0,dqn,0.0,0,8.00,1.0000,94.1750,-2950.5387
2593.0,dqn,0.0,0,8.08,1.0000,95.0300,-2952.1076
2594.0,dqn,0.0,0,8.00,1.0000,95.8850,-2953.6788
2595.0,dqn,0.0,0,8.00,1.0000,96.7400,-2955.2587
2596.0,dqn,0.0,0,8.17,1.0000,97.6000,-2956.8597
2597.0,dqn,0.0,0,8.17,1.0000,98.4650,-2958.4696
2598.0,dqn,0.0,0,8.17,1.0000,99.3350,-2960.0821
2599.0,dqn,0.0,0,8.17,1.0000,100.2050,-2961.6946
2600.0,dqn,0.0,0,8.33,1.0000,101.0800,-2963.3196
2601.0,dqn,0.0,0,8.17,1.0000,101.7600,-2964.9321
2602.0,dqn,0.0,0,8.17,1.0000,102.4400,-2966.5446
2603.0,dqn,0.0,0,8.25,1.0000,103.1200,-2968.1633
2604.0,dqn,0.0,0,8.25,1.0000,104.0000,-2969.7821
2605.0,dqn,0.0,0,8.42,1.0000,104.8850,-2971.4133
2606.0,dqn,0.0,0,8.25,1.0000,105.7700,-2973.0321
2607.0,dqn,0.0,0,8.25,1.0000,105.2600,-2974.6508
2608.0,dqn,0.0,0,8.08,1.0000,106.0750,-2976.2571
2609.0,dqn,0.0,0,8.08,1.0000,106.8850,-2977.8633
2610.0,dqn,0.0,0,8.08,1.0000,107.6900,-2979.4696
2611.0,dqn,0.0,0,8.08,1.0000,108.5550,-2981.0758
2612.0,dqn,0.0,0,8.08,1.0000,109.4200,-2982.6821
2613.0,dqn,0.0,0,8.08,1.0000,110.2850,-2984.2883
2614.0,dqn,0.0,0,8.08,1.0000,111.1500,-2985.8946
2615.0,dqn,0.0,0,8.08,1.0000,112.0150,-2987.5008
2616.0,dqn,0.0,0,8.25,1.0000,112.8850,-2989.1196
2617.0,dqn,0.0,0,8.42,1.0000,113.7600,-2990.7508
2618.0,dqn,0.0,0,8.25,1.0000,114.6400,-2992.3696
2619.0,dqn,0.0,0,8.25,1.0000,115.5200,-2993.9883
2620.0,dqn,0.0,0,8.25,1.0000,117.8600,-2995.6071
2621.0,dqn,0.0,0,8.42,1.0000,118.7500,-2997.2383
2622.0,dqn,0.0,0,8.42,1.0000,119.6450,-2998.8696
2623.0,dqn,0.0,0,8.42,1.0000,120.5450,-3000.5008
2624.0,dqn,0.0,0,8.42,1.0000,121.4450,-3002.1321
2625.0,dqn,0.0,0,8.42,1.0000,122.3450,-3003.7633
2626.0,dqn,0.0,0,8.08,1.0000,120.2350,-3005.3696
2627.0,dqn,0.0,0,7.92,1.0000,115.1250,-3006.9633
2628.0,dqn,0.0,0,7.75,1.0000,108.5100,-3008.5446
2629.0,dqn,0.0,0,7.42,1.0000,100.3950,-3010.0315
2630.0,dqn,0.0,0,7.08,1.0000,94.1050,-3011.4199
2631.0,dqn,0.0,0,7.25,1.0000,87.8150,-3012.7835
2632.0,dqn,0.0,0,7.08,1.0000,83.0250,-3014.0972
2633.0,dqn,0.0,0,7.08,1.0000,79.4050,-3015.3736
2634.0,dqn,0.0,0,7.08,1.0000,75.9200,-3016.6167
2635.0,dqn,0.0,0,7.25,1.0000,73.9100,-3017.8803
2636.0,dqn,0.0,0,7.50,1.0000,73.3800,-3019.1708
2637.0,dqn,0.0,0,7.50,1.0000,74.1450,-3020.4679
2638.0,dqn,0.0,0,7.67,1.0000,74.9200,-3021.7858
2639.0,dqn,0.0,0,7.83,1.0000,75.7050,-3023.1247
2640.0,dqn,0.0,0,8.00,1.0000,76.5550,-3024.4966
2641.0,dqn,0.0,0,8.33,1.0000,77.4200,-3025.8903
2642.0,dqn,0.0,0,8.50,1.0000,78.3050,-3027.3057
2643.0,dqn,0.0,0,8.33,1.0000,77.7000,-3028.6829
2644.0,dqn,0.0,0,8.17,1.0000,76.5700,-3030.0401
2645.0,dqn,0.0,0,8.00,1.0000,75.4100,-3031.3930
2646.0,dqn,0.0,0,7.83,1.0000,75.5850,-3032.7374
2647.0,dqn,0.0,0,8.00,1.0000,76.2800,-3034.1030
2648.0,dqn,0.0,0,8.00,1.0000,76.9900,-3035.4774
2649.0,dqn,0.0,0,8.17,1.0000,77.8600,-3036.8732
2650.0,dqn,0.0,0,8.17,1.0000,78.7350,-3038.2779
2651.0,dqn,0.0,0,8.17,1.0000,79.6150,-3039.6915
2652.0,dqn,0.0,0,8.17,1.0000,80.4950,-3041.1140
2653.0,dqn,0.0,0,8.25,1.0000,81.3750,-3042.5390
2654.0,dqn,0.0,0,8.17,1.0000,82.2550,-3043.9666
2655.0,dqn,0.0,0,8.17,1.0000,83.1350,-3045.4029
2656.0,dqn,0.0,0,8.17,1.0000,84.0150,-3046.8481
2657.0,dqn,0.0,0,8.33,1.0000,84.9000,-3048.3146
2658.0,dqn,0.0,0,8.50,1.0000,85.7950,-3049.8027
2659.0,dqn,0.0,0,8.50,1.0000,86.7000,-3051.2999
2660.0,dqn,0.0,0,8.42,1.0000,86.1050,-3052.7536
2661.0,dqn,0.0,0,8.33,1.0000,84.7200,-3054.1858
2662.0,dqn,0.0,0,8.42,1.0000,82.8400,-3055.6182
2663.0,dqn,0.0,0,8.42,1.0000,82.4550,-3057.0593
2664.0,dqn,0.0,0,8.58,1.0000,82.8550,-3058.5218
2665.0,dqn,0.0,0,8.67,1.0000,83.2550,-3059.9869
2666.0,dqn,0.0,0,8.67,1.0000,82.4900,-3061.4610
2667.0,dqn,0.0,0,8.92,1.0000,82.7600,-3062.9631
2668.0,dqn,0.0,0,8.92,1.0000,83.6750,-3064.4744
2669.0,dqn,0.0,0,8.92,1.0000,84.6000,-3065.9950
2670.0,dqn,0.0,0,9.08,1.0000,85.5300,-3067.5375
2671.0,dqn,0.0,0,9.08,1.0000,86.4650,-3069.0893
2672.0,dqn,0.0,0,9.08,1.0000,87.4050,-3070.6506
2673.0,dqn,0.0,0,9.08,1.0000,88.3450,-3072.2212
2674.0,dqn,0.0,0,9.08,1.0000,89.2850,-3073.8013
2675.0,dqn,0.0,0,9.00,1.0000,90.2250,-3075.3844
2676.0,dqn,0.0,0,9.17,1.0000,91.1700,-3076.9897
2677.0,dqn,0.0,0,9.25,1.0000,91.4500,-3078.5969
2678.0,dqn,0.0,0,9.17,1.0000,92.4000,-3080.2212
2679.0,dqn,0.0,0,9.17,1.0000,93.3500,-3081.8550
2680.0,dqn,0.0,0,9.17,1.0000,94.9850,-3083.4984
2681.0,dqn,0.0,0,9.17,1.0000,95.9400,-3085.1514
2682.0,dqn,0.0,0,9.17,1.0000,96.8950,-3086.8139
2683.0,dqn,0.0,0,9.17,1.0000,97.8500,-3088.4859
2684.0,dqn,0.0,0,9.17,1.0000,98.8050,-3090.1675
2685.0,dqn,0.0,0,9.17,1.0000,99.7600,-3091.8550
2686.0,dqn,0.0,0,9.17,1.0000,100.7150,-3093.5425
2687.0,dqn,0.0,0,9.17,1.0000,101.6700,-3095.2300
2688.0,dqn,0.0,0,9.17,1.0000,102.6250,-3096.9175
2689.0,dqn,0.0,0,9.25,1.0000,102.8500,-3098.6113
2690.0,dqn,0.0,0,9.17,1.0000,103.1400,-3100.2988
2691.0,dqn,0.0,0,9.17,1.0000,103.3650,-3101.9863
2692.0,dqn,0.0,0,9.17,1.0000,104.3050,-3103.6738
2693.0,dqn,0.0,0,9.17,1.0000,105.2450,-3105.3613
2694.0,dqn,0.0,0,9.25,1.0000,106.1900,-3107.0550
2695.0,dqn,0.0,0,9.25,1.0000,107.1400,-3108.7488
2696.0,dqn,0.0,0,9.17,1.0000,107.3350,-3110.4363
2697.0,dqn,0.0,0,9.08,1.0000,105.6500,-3112.1175
2698.0,dqn,0.0,0,8.83,1.0000,102.7000,-3113.7664
2699.0,dqn,0.0,0,8.83,1.0000,101.2600,-3115.4289
2700.0,dqn,0.0,0,8.83,1.0000,100.8450,-3117.0914
2701.0,dqn,0.0,0,8.92,1.0000,101.5850,-3118.7601
2702.0,dqn,0.0,0,8.75,1.0000,102.3200,-3120.4164
2703.0,dqn,0.0,0,8.83,1.0000,102.2400,-3122.0789
2704.0,dqn,0.0,0,8.83,1.0000,103.1450,-3123.7414
2705.0,dqn,0.0,0,8.83,1.0000,104.0550,-3125.4039
2706.0,dqn,0.0,0,8.83,1.0000,104.9650,-3127.0664
2707.0,dqn,0.0,0,8.83,1.0000,105.8750,-3128.7289
2708.0,dqn,0.0,0,9.00,1.0000,106.7900,-3130.4039
2709.0,dqn,0.0,0,9.00,1.0000,107.7100,-3132.0789
2710.0,dqn,0.0,0,9.00,1.0000,109.4850,-3133.7539
2711.0,dqn,0.0,0,9.00,1.0000,110.6250,-3135.4289
2712.0,dqn,0.0,0,9.00,1.0000,111.5600,-3137.1039
2713.0,dqn,0.0,0,9.17,1.0000,112.4950,-3138.7914
2714.0,dqn,0.0,0,9.00,1.0000,113.2050,-3140.4664
2715.0,dqn,0.0,0,9.00,1.0000,113.2600,-3142.1414
2716.0,dqn,0.0,0,9.00,1.0000,114.1850,-3143.8164
2717.0,dqn,0.0,0,9.00,1.0000,115.1100,-3145.4914
2718.0,dqn,0.0,0,9.17,1.0000,116.0400,-3147.1789
2719.0,dqn,0.0,0,9.17,1.0000,116.9750,-3148.8664
2720.0,dqn,0.0,0,9.33,1.0000,117.9200,-3150.5664
2721.0,dqn,0.0,0,9.33,1.0000,118.8700,-3152.2664
2722.0,dqn,0.0,0,9.33,1.0000,119.8250,-3153.9664
2723.0,dqn,0.0,0,9.33,1.0000,120.7800,-3155.6664
2724.0,dqn,0.0,0,9.33,1.0000,121.7350,-3157.3664
2725.0,dqn,0.0,0,9.67,1.0000,121.7850,-3159.0914
2726.0,dqn,0.0,0,9.50,1.0000,121.9050,-3160.8039
2727.0,dqn,0.0,0,9.50,1.0000,121.9650,-3162.5164
2728.0,dqn,0.0,0,9.50,1.0000,122.9200,-3164.2289
2729.0,dqn,0.0,0,9.50,1.0000,123.8750,-3165.9414
2730.0,dqn,0.0,0,9.50,1.0000,124.8300,-3167.6539
2731.0,dqn,0.0,0,9.50,1.0000,125.7850,-3169.3664
2732.0,dqn,0.0,0,9.50,1.0000,126.7400,-3171.0789
2733.0,dqn,0.0,0,9.50,1.0000,127.6950,-3172.7914
2734.0,dqn,0.0,0,9.50,1.0000,128.6500,-3174.5039
2735.0,dqn,0.0,0,9.50,1.0000,129.6050,-3176.2164
2736.0,dqn,0.0,0,9.33,1.0000,130.4650,-3177.9164
2737.0,dqn,0.0,0,9.50,1.0000,130.3500,-3179.6289
2738.0,dqn,0.0,0,9.33,1.0000,130.2500,-3181.3289
2739.0,dqn,0.0,0,9.33,1.0000,130.2150,-3183.0289
2740.0,dqn,0.0,0,9.33,1.0000,131.1400,-3184.7289
2741.0,dqn,0.0,0,9.33,1.0000,132.0650,-3186.4289
2742.0,dqn,0.0,0,9.17,1.0000,131.4850,-3188.1164
2743.0,dqn,0.0,0,8.83,1.0000,130.1900,-3189.7789
2744.0,dqn,0.0,0,8.83,1.0000,128.4500,-3191.4414
2745.0,dqn,0.0,0,8.83,1.0000,128.2000,-3193.1039
2746.0,dqn,0.0,0,8.83,1.0000,128.6500,-3194.7664
2747.0,dqn,0.0,0,9.00,1.0000,129.5350,-3196.4414
2748.0,dqn,0.0,0,9.17,1.0000,130.4300,-3198.1289
2749.0,dqn,0.0,0,9.42,1.0000,130.6150,-3199.8351
2750.0,dqn,0.0,0,9.33,1.0000,130.9700,-3201.5351
2751.0,dqn,0.0,0,9.33,1.0000,130.8650,-3203.2351
2752.0,dqn,0.0,0,9.33,1.0000,131.7750,-3204.9351
2753.0,dqn,0.0,0,9.33,1.0000,132.6850,-3206.6351
2754.0,dqn,0.0,0,9.33,1.0000,133.5950,-3208.3351
2755.0,dqn,0.0,0,9.33,1.0000,134.5050,-3210.0351
2756.0,dqn,0.0,0,9.33,1.0000,136.4600,-3211.7351
2757.0,dqn,0.0,0,9.33,1.0000,137.9700,-3213.4351
2758.0,dqn,0.0,0,9.33,1.0000,139.6600,-3215.1351
2759.0,dqn,0.0,0,9.33,1.0000,140.5850,-3216.8351
2760.0,dqn,0.0,0,9.33,1.0000,141.5100,-3218.5351
2761.0,dqn,0.0,0,9.50,1.0000,141.6500,-3220.2476
2762.0,dqn,0.0,0,9.33,1.0000,141.9500,-3221.9476
2763.0,dqn,0.0,0,9.50,1.0000,141.7900,-3223.6601
2764.0,dqn,0.0,0,9.50,1.0000,142.7100,-3225.3726
2765.0,dqn,0.0,0,9.50,1.0000,143.6350,-3227.0851
2766.0,dqn,0.0,0,9.50,1.0000,144.5600,-3228.7976
2767.0,dqn,0.0,0,9.50,1.0000,145.4850,-3230.5101
2768.0,dqn,0.0,0,9.58,1.0000,146.4150,-3232.2289
2769.0,dqn,0.0,0,9.58,1.0000,147.3500,-3233.9476
2770.0,dqn,0.0,0,9.67,1.0000,148.2950,-3235.6726
2771.0,dqn,0.0,0,9.67,1.0000,149.2450,-3237.3976
2772.0,dqn,0.0,0,9.67,1.0000,150.2000,-3239.1226
2773.0,dqn,0.0,0,9.92,1.0000,150.4900,-3240.8664
2774.0,dqn,0.0,0,9.83,1.0000,150.7500,-3242.6039
2775.0,dqn,0.0,0,9.83,1.0000,150.5750,-3244.3414
2776.0,dqn,0.0,0,9.83,1.0000,151.5300,-3246.0789
2777.0,dqn,0.0,0,9.83,1.0000,152.4850,-3247.8164
2778.0,dqn,0.0,0,9.83,1.0000,153.4400,-3249.5539
2779.0,dqn,0.0,0,9.83,1.0000,154.3950,-3251.2914
2780.0,dqn,0.0,0,9.83,1.0000,155.3500,-3253.0289
2781.0,dqn,0.0,0,9.50,1.0000,155.9450,-3254.7414
2782.0,dqn,0.0,0,9.50,1.0000,156.5300,-3256.4539
2783.0,dqn,0.0,0,9.50,1.0000,157.1050,-3258.1664
2784.0,dqn,0.0,0,9.50,1.0000,158.0300,-3259.8789
2785.0,dqn,0.0,0,9.67,1.0000,157.7850,-3261.6039
2786.0,dqn,0.0,0,9.50,1.0000,158.0650,-3263.3164
2787.0,dqn,0.0,0,9.67,1.0000,158.2100,-3265.0414
2788.0,dqn,0.0,0,9.50,1.0000,159.0500,-3266.7539
2789.0,dqn,0.0,0,9.50,1.0000,159.8900,-3268.4664
2790.0,dqn,0.0,0,9.50,1.0000,160.7250,-3270.1789
2791.0,dqn,0.0,0,9.33,1.0000,161.6100,-3271.8789
2792.0,dqn,0.0,0,9.50,1.0000,162.4950,-3273.5914
2793.0,dqn,0.0,0,9.50,1.0000,163.3800,-3275.3039
2794.0,dqn,0.0,0,9.50,1.0000,164.2900,-3277.0164
2795.0,dqn,0.0,0,9.50,1.0000,165.2000,-3278.7289
2796.0,dqn,0.0,0,9.50,1.0000,166.1100,-3280.4414
2797.0,dqn,0.0,0,9.83,1.0000,165.8200,-3282.1789
2798.0,dqn,0.0,0,9.67,1.0000,165.9050,-3283.9039
2799.0,dqn,0.0,0,9.67,1.0000,165.5700,-3285.6289
2800.0,dqn,0.0,0,9.67,1.0000,166.4800,-3287.3539
2801.0,dqn,0.0,0,9.67,1.0000,167.3900,-3289.0789
2802.0,dqn,0.0,0,9.83,1.0000,168.3050,-3290.8164
2803.0,dqn,0.0,0,9.83,1.0000,169.2250,-3292.5539
2804.0,dqn,0.0,0,9.83,1.0000,170.1500,-3294.2914
2805.0,dqn,0.0,0,9.83,1.0000,171.0750,-3296.0289
2806.0,dqn,0.0,0,9.83,1.0000,172.0000,-3297.7664
2807.0,dqn,0.0,0,10.00,1.0000,172.9300,-3299.5164
2808.0,dqn,0.0,0,10.00,1.0000,173.8650,-3301.2664
2809.0,dqn,0.0,0,10.08,1.0000,173.4300,-3303.0226
2810.0,dqn,0.0,0,10.00,1.0000,173.0700,-3304.7726
2811.0,dqn,0.0,0,10.00,1.0000,173.1250,-3306.5226
2812.0,dqn,0.0,0,10.00,1.0000,174.0500,-3308.2726
2813.0,dqn,0.0,0,10.00,1.0000,174.9750,-3310.0226
2814.0,dqn,0.0,0,10.00,1.0000,175.9000,-3311.7726
2815.0,dqn,0.0,0,10.00,1.0000,176.8250,-3313.5226
2816.0,dqn,0.0,0,10.00,1.0000,177.7500,-3315.2726
2817.0,dqn,0.0,0,10.00,1.0000,178.6750,-3317.0226
2818.0,dqn,0.0,0,10.00,1.0000,179.6000,-3318.7726
2819.0,dqn,0.0,0,10.00,1.0000,180.5250,-3320.5226
2820.0,dqn,0.0,0,10.00,1.0000,181.4500,-3322.2726
2821.0,dqn,0.0,0,10.08,1.0000,181.0350,-3324.0289
2822.0,dqn,0.0,0,10.00,1.0000,181.0200,-3325.7789
2823.0,dqn,0.0,0,10.00,1.0000,181.0200,-3327.5289
2824.0,dqn,0.0,0,10.00,1.0000,181.9300,-3329.2789
2825.0,dqn,0.0,0,10.00,1.0000,182.8400,-3331.0289
2826.0,dqn,0.0,0,10.00,1.0000,183.7500,-3332.7789
2827.0,dqn,0.0,0,10.00,1.0000,185.5950,-3334.5289
2828.0,dqn,0.0,0,10.08,1.0000,187.4800,-3336.2851
2829.0,dqn,0.0,0,10.25,1.0000,189.7950,-3338.0539
2830.0,dqn,0.0,0,10.25,1.0000,190.7450,-3339.8226
2831.0,dqn,0.0,0,10.25,1.0000,191.7000,-3341.5914
2832.0,dqn,0.0,0,10.25,1.0000,192.6550,-3343.3601
2833.0,dqn,0.0,0,9.92,1.0000,191.9450,-3345.1039
2834.0,dqn,0.0,0,9.83,1.0000,188.3150,-3346.8414
2835.0,dqn,0.0,0,9.58,1.0000,185.0750,-3348.5601
2836.0,dqn,0.0,0,9.42,1.0000,180.5550,-3350.2664
2837.0,dqn,0.0,0,9.58,1.0000,178.5050,-3351.9851
2838.0,dqn,0.0,0,9.42,1.0000,176.4450,-3353.6914
2839.0,dqn,0.0,0,9.25,1.0000,172.8250,-3355.3851
2840.0,dqn,0.0,0,8.92,1.0000,167.0950,-3357.0539
2841.0,dqn,0.0,0,9.08,1.0000,161.3750,-3358.7351
2842.0,dqn,0.0,0,8.92,1.0000,158.6500,-3360.4039
2843.0,dqn,0.0,0,8.67,1.0000,155.0200,-3362.0539
2844.0,dqn,0.0,0,8.58,1.0000,149.8800,-3363.6976
2845.0,dqn,0.0,0,8.67,1.0000,141.7850,-3365.3476
2846.0,dqn,0.0,0,8.25,1.0000,134.3750,-3366.9664
2847.0,dqn,0.0,0,7.92,1.0000,126.9500,-3368.5601
2848.0,dqn,0.0,0,7.67,1.0000,122.5900,-3370.1351
2849.0,dqn,0.0,0,7.50,1.0000,118.9750,-3371.6976
2850.0,dqn,0.0,0,7.00,1.0000,116.3150,-3373.2226
2851.0,dqn,0.0,0,7.08,1.0000,111.5950,-3374.7539
2852.0,dqn,0.0,0,7.25,1.0000,106.9300,-3376.2976
2853.0,dqn,0.0,0,7.50,1.0000,104.2900,-3377.8601
2854.0,dqn,0.0,0,7.50,1.0000,100.5900,-3379.4065
2855.0,dqn,0.0,0,7.92,1.0000,95.5050,-3380.9120
2856.0,dqn,0.0,0,7.83,1.0000,89.3200,-3382.3471
2857.0,dqn,0.0,0,7.50,1.0000,84.4150,-3383.7064
2858.0,dqn,0.0,0,7.67,1.0000,79.3500,-3385.0445
2859.0,dqn,0.0,0,7.92,1.0000,74.6000,-3386.3767
2860.0,dqn,0.0,0,8.17,1.0000,72.6650,-3387.7352
2861.0,dqn,0.0,0,8.42,1.0000,72.2500,-3389.1203
