controller,controller_type,traffic_profile,grid,EVTT,EVSF,GWSR,CVDI,TRE,ICP,SAS,total_reward,recovery_time_s
dqn,dqn,medium,grid_4x4,0.0,0,1.0,91.522,0.0,0.03147604166666615,1.0,-4658.780424834519,
